Filename,Preamble Snippet
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,"Exhibit 10.18 Certain identified information has been excluded from this exhibit because it is both (i) not material and (ii) would be competitively harmful if publicly disclosed. REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT This Real Estate Education Training Program Development Agreement (this ""Agreement"") by and between T&B Seminars, Inc., a California corporation f/s/o Tarek El Moussa (""T&B"") and Legacy Education Alliance Holdings, Inc., a Colorado corporation (""LEA""), is ent"
VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.txt,"Exhibit 10.4

FORM OF TRANSFER AND SERVICING AGREEMENT

among

VERIZON OWNER TRUST 2020-A, as Issuer,

VERIZON ABS LLC, as Depositor

and

CELLCO PARTNERSHIP d/b/a VERIZON WIRELESS, as Servicer, Marketing Agent and Custodian

Dated as of January 29, 2020

Source: VERIZON ABS LLC, 8-K, 1/23/2020





TABLE OF CONTENTS

ARTICLE I USAGE AND DEFINITIONS 1 Section 1.1 Usage and Definitions 1

ARTICLE II TRANSFER AND ACQUISITION OF DEPOSITOR TRANSFERRED PROPERTY; REPRESENTATIONS AND WARRANTIES

Sectio"
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.txt,"Exhibit 10.10

CERTAIN CONFIDENTIAL PORTIONS OF THIS EXHIBIT HAVE BEEN OMITTED AND REPLACED WITH ""[***]"". SUCH IDENTIFIED INFORMATION HAS BEEN EXCLUDED FROM THIS EXHIBIT BECAUSE IT IS (I) NOT MATERIAL AND (II) WOULD LIKELY CAUSE COMPETITIVE HARM TO THE COMPANY IF DISCLOSED.

SUPPLY AGREEMENT

by and between

MEDIWOUND LTD.

and

VERICEL CORPORATION

May 6, 2019





TABLE OF CONTENTS

Page

ARTICLE 1 DEFINITIONS 1

ARTICLE 2 SUPPLY OF PRODUCTS 5

2.1 Scope of Agreement 5 2.2 Exclusive Supply 6 2"
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.txt,"Table of Contents

Exhibit 4.28

SERVICE AGREEMENT

1 OCTOBER 2019

WPP 2005 LIMITED

and

JOHN ROGERS





Table of Contents

CONTENTS Clause Page

1. Interpretation 3 2. Commencement of Appointment 4 3. Executive's Duties 4 4. Place of Work 5 5. Working Hours 5 6. Remuneration 5 7. Expenses 6 8. Pensions 6 9. Insurances 7 10. Sickness Absence 8 11. Holidays 8 12. Other Interests 8 13. Confidential Information 9 14. Intellectual Property 10 15. Termination of Employment 12 16. Garden Leave 14 1"
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt","Exhibit 10.2    SHBV (HONG KONG) LTD.     and     WASTE2ENERGY GROUP HOLDINGS PLC

   STRATEGIC ALLIANCE AGREEMENT

   1





        THIS AGREEMENT IS MADE ON THE 19  DAY OF MAY , 2010     PARTIES     (1) SHBV (HONG KONG) LTD, a company incorporated in Hong Kong whose registered office is at Unit 3208, 32/F Office Tower (""SHBV""); and  Convention Plaza, 1 Harbour Rd, Hong Kong     (2) WASTE2ENERGY GROUP HOLDINGS PLC a company incorporated in Isle of Man whose registered office is at Stanley Hous"
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.txt,"EXHIBIT 10.2

               TOUCHSTAR SOFTWARE CORPORATION RESELLER AGREEMENT                             DATED SEPTEMBER 14, 2005

                         TOUCHSTAR SOFTWARE CORPORATION

                               RESELLER AGREEMENT

         This Reseller Agreement is made and entered into as of this 14 day of SEPTEMBER, 200_ (the ""Effective Date""), by and between TOUCHSTAR SOFTWARE CORPORATION, a Delaware corporation with its principal place of business at 3025 South Parker Road, Suite "
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.txt,"SECOND AMENDMENT TO SERVICES AGREEMENT This SECOND AMENDMENT TO SERVICES AGREEMENT, dated and effective as of March 1, 2016, (this ""Second Amendment""), is made between FEDERATED INVESTMENT MANAGEMENT COMPANY, a Delaware statutory trust (the ""Adviser""), and FEDERATED ADVISORY SERVICES COMPANY, a Delaware statutory trust (""FASC""). Capitalized terms used, but not defined, in this Amendment have the meanings given to such terms in the Services Agreement (as defined below). RECITALS WHEREAS, the Advi"
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2.txt,"Execution version



  Amendment n° 01   to the Global Maintenance Agreement ref. DS/C-3957/14 Issue 7 dated March 9t h , 2015



BETWEEN

AZUL LINHAS AÉREAS BRASILEIRAS S/A

AND

AVIONS DE TRANSPORT REGIONAL, G.I.E.   AZUL-ATR   Amendment N° 1 Global Maintenance Agreement   Page 1/9

Source: AZUL SA, F-1/A, 3/3/2017





Execution version   TABLE OF CONTENTS:   CLAUSE   PAGE

1.   DEFINITIONS     4

2.   AMENDMENT     4

3.   EFFECTIVE DATE AND DURATION     5

4.   CONFIDENTIALITY     5

5.   G"
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1.txt,"SeattleSoftwareDevelopers

SOFTWARE DEVELOPMENT AGREEMENT

PELICAN DELIVERS iOS APPLICATION  ENHANCEMENTS & WEB APPLICATION  DEVELOPMENT PHASE 1 4 102nd Ave NE Suite 300 Bellevue, WA 98004 (425) 256-2815 julian@seattlesoftwaredevelopers.com www .seattlesoftwaredeveIopers.com

1

Source: PELICAN DELIVERS, INC., S-1, 2/11/2020





STATEMENT OF WORK - APPENDIX A This Statement of Work is issued to and made part of that Software Development Agreement executed by and between Developer and Client on "
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 7.3



STRATEGIC ALLIANCE AGREEMENT

This Strategic Alliance Agreement is made and entered into this 9th day of September 2005, by and between UTEK Corporation (""UTK""), 202 South Wheeler Street, Plant City, Florida 33566 a Delaware corporation, and World Energy Solutions, (""AVDU""), 3900A 31st Street North, St. Petersburg, Florida, a Florida corporation.

WITNESSETH:

WHEREAS, AVDU desires to engage UTK to provide the services as set forth in this Agreement, and

WHEREAS, UTK is agreeable"
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.txt,"1                                                                    Exhibit 10.17

       Confidential Materials omitted and filed separately with the         Securities and Exchange Commission. Asterisks denote omissions.

                           OUTSOURCING AGREEMENT

                                 BETWEEN:

                         MODUS MEDIA INTERNATIONAL                                 LANDDROSTLAAN 51                                 7327 GM APELDOORN                                 "
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,"EXHIBIT (J)(4)

                  UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT                                     BETWEEN                       AMERICAN INTERNATIONAL GROUP, INC.                                       AND               AMERICAN GENERAL LIFE INSURANCE COMPANY OF DELAWARE

This Unconditional Capital Maintenance Agreement (this ""Agreement""), is made, entered into and effective as of March 30, 2011, by and between American International Group, Inc., a corporation organized under the "
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,"EXHIBIT 10.2   ENDORSEMENT AGREEMENT ADDENDUM I   This Endorsement Agreement Addendum I (the ""Addendum"") is made and effective November 7, 2017,   BETWEEN:



National Football League Alumni - Northern California Chapter (""NFLA-NC""), a charitable corporation organized under the laws of California, having its principal office at 1311 Madison Avenue, Redwood CA 94061; National Football League Alumni, Inc. (""NFLA""), a charitable corporation organized under the laws of Florida, having its principal "
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,"Exhibit 10.13   Outsourcing Contract on Development of Miaoli Royal Resort Hotel   Planning Unit: Chang Chen-Bin Architects Office October 29, 2015



Source: IMPERIAL GARDEN & RESORT, INC., DRS (on F-1), 10/28/2016







  Outsourcing Contract on Development of Miaoli Royal Resort Hotel   The Covenanter: The HUANG JIA Country CLUB and Recreation Inc. (hereinafter referred to as Party A) and the Covenanter: Chang Chen- Bin Architects Office (hereinafter referred to as Party B) hereby agree to e"
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.txt","Schedule 13 G CUSIP No. 30734W208 EXHIBIT 1 JOINT FILING STATEMENT PURSUANT TO RULE 13d-1(k)

The undersigned acknowledge and agree that the foregoing statement on this Schedule 13G is filed on behalf of each of the undersigned and that all subsequent amendments to this statement on Schedule 13G shall be filed on behalf of each of the undersigned without the necessity of filing additional joint acquisition statements. The undersigned acknowledge that each shall be responsible for the timely fili"
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.txt,"EXHIBIT 10.43 Dated 29/3/18

Distributorship agreement

between

Signature Orthopaedics Pty Ltd

And

CPM Medical Consultants LLC

Source: FUSE MEDICAL, INC., 10-K, 3/21/2019





EXHIBIT 10.43 THIS AGREEMENT is dated

Parties

(1) Signature Orthopaedics Pty Ltd (ACN 106 702 416) , 7 Sirius Road, Lane Cove, NSW

(2) CPM Medical Consultants, LLC of 1565N. Central Expressway, Suite 200, Dallas, TX 75080.

Background

The Supplier wishes to appoint the Distributor as its non-exclusive distributor f"
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.txt,"Exhibit 10.6

      OUTSOURCING AGREEMENT        dated as of , 2012        TWIN CITIES POWER HOLDINGS, LLC        and        REDWATER LLC

      $50,000,000.00        Renewable Unsecured Subordinated Notes





     TABLE OF CONTENTS                                                                                                               ARTICLE I DEFINITIONS    1            Section 1.01 Defined Terms    1





Section 1.02 Accounting Terms    4            ARTICLE II APPOINTMENT OF THE AGENT"
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.txt","1                                                                   EXHIBIT 10.17 [E.PIPHANY Logo]

                           OUTSOURCING AGREEMENT

This ASP and Outsourcing Agreement (""Agreement"") is entered into as of this 31 day of July, 2000 (""Effective Date"") by and between E.PIPHANY, INC., a Delaware corporation (""E.piphany""), whose principal place of business 1900 South Norfolk Street, Suite 310, San Mateo, California 94403 and HIGH SPEED NET SOLUTIONS, INC. (""HSNS""), whose principal pla"
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.txt,"Exhibit 10.6   MediWound Ltd.   and   Challenge Bioproducts Corporation Ltd.            Supply Agreement — As amended on February 28, 2010

*** Confidential treatment has been requested for redacted portions of this exhibit. This copy omits the information subject to the confidentiality request. Omissions are designated as [***]. A complete version of this exhibit has been provided separately to the Securities and Exchange Commission.





  SUPPLY AGREEMENT   This Supply Agreement (""Agreement"")"
UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.txt,"Exhibit 2.6

FINAL VERSION

FORM OF

MANUFACTURING AND SUPPLY AGREEMENT

BY AND BETWEEN

PFIZER INC.

AND

UPJOHN INC.

DATED AS OF [●]

Source: UPJOHN INC, 10-12G, 1/21/2020





TABLE OF CONTENTS Page 1.  DEFINITIONS 1

2.  SUPPLY OF PRODUCT 13

2.1   Agreement to Supply 13 2.2   Use of Facility, Equipment, Molds and Tooling 15 2.3   Capacity 15 2.4   Forecasts and Purchase Orders 16 2.5   Failure to Supply 19 2.6   Delivery; Risk of Loss 21 2.7   Procurement of Materials 22 2.8   Product Samp"
"Antares Pharma, Inc. - Manufacturing Agreement.txt","Exhibit 10.3

[***] INDICATES MATERIAL THAT HAS BEEN OMITTED AND FOR WHICH CONFIDENTIAL TREATMENT HAS BEEN REQUESTED. ALL SUCH OMITTED MATERIAL HAS BEEN FILED WITH THE SECURITIES AND EXCHANGE COMMISSION PURSUANT TO RULE 24b-2 PROMULGATED UNDER THE SECURITIES EXCHANGE ACT OF 1934, AS AMENDED

Manufacturing Agreement

Between

Antares Pharma, Inc.

and

AMAG Pharmaceuticals, Inc.





[***] INDICATES MATERIAL THAT HAS BEEN OMITTED AND FOR WHICH CONFIDENTIAL TREATMENT HAS BEEN REQUESTED. ALL SUCH O"
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.txt,"Exhibit 4

Rare Element Resources Ltd.  EXECUTION COPY   IP Rights Agreement

INTELLECTUAL PROPERTY RIGHTS AGREEMENT   Synchron, a California corporation having a principal place of business at 3550 General Atomics Court, San Diego, CA 92121-1122 (or one or more Affiliates, the ""Investor""), and Rare Element Resources Ltd., a British Columbia Corporation having a principal place of business at P.O. Box 271049, Littleton, Colorado 80127 (the ""Company"") (Investor and Company each a ""Party"" and toge"
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,"Exhibit (13)(c)

AMENDED AND RESTATED UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT BETWEEN AMERICAN INTERNATIONAL GROUP, INC. AND AMERICAN GENERAL LIFE INSURANCE COMPANY

This Amended and Restated Unconditional Capital Maintenance Agreement (this ""Agreement""), is made, entered into and effective as of February 18, 2014, by and between American International Group, Inc., a corporation organized under the laws of the State of Delaware (""AIG""), and American General Life Insurance Company, a corporat"
ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.txt,"EXHIBIT 4.25 INFORMATION IN THIS EXHIBIT IDENTIFIED BY [ * * * ] IS CONFIDENTIAL AND HAS BEEN EXCLUDED BECAUSE IT IS BOTH (I) NOT MATERIAL AND (II) WOULD LIKELY CAUSE COMPETITIVE HARM TO THE REGISTRANT IF PUBLICLY DISCLOSED. SERVICES AGREEMENT This Services Agreement (this ""Agreement"") is entered into on October 1, 2019 and is made effective as of November 1, 2019 (the ""Effective Date""), by and between [ * * * ] (the ""Provider""), and TELCOSTAR PTE, LTD., a company organized and existing under th"
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement.txt,"MANUFACTURING AGREEMENT     This Manufacturing Agreement (the ""Agreement"") is effective February ____, 2017 (the ""Effective Date""),   BETWEEN:  ELECTRAMECCANICA VEHICLES CORP., an entity incorporated under the laws of the Province of British Columbia, Canada, with an address of Suite 102 East 1st Avenue, Vancouver, British Columbia, Canada, V5T 1A4 (""EMV"");   AND: CHONGQING ZONGSHEN AUTOMOBILE INDUSTRY CO., LTD., a company organized and existing under the laws of China, with its head office loca"
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt,"CONFIDENTIAL

  PSiTECHCORPORATION   WEBSITE CONTENT LICENSE AGREEMENT     This Content License Agreement (""Agreement""), dated as of Feb 10, 2014 (the ""Effective Date""), is by and between PSiTech Corporation, a BVI Corporation, with offices located at 303, 3rdFl, St. Georges Bldg, 2 Ice House St, Central, Hong Kong(""Licensor""), and Empirical Ventures, Inc., a Nevada corporation with offices located at 100, 40 Lake Bellevue Dr, Bellevue, WA(""Licensee"").     WHEREAS, Licensee owns, operates and co"
